StdInChIKey,SMILES,LogS,T,Source,Solvent,Solvent_SMILES,Smilesa,REF1,REF2,REF3,REF4,REF5
BQJCRHHNABKAKU-KBQPJGBKSA-N,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35,-2.713522567,20.0,Reaxys,benzene,c1ccccc1,,,,,,
BTJIUGUIPKRLHP-UHFFFAOYSA-N,Oc1ccc(cc1)[N+]([O-])=O,-1.019509832,25.0,Reaxys,benzene,c1ccccc1,,,,,,
BTQMNEKPMOZIDW-UHFFFAOYSA-N,CC(C)CC(CC(C)C)(CC(C)C)C(=O)NO,-0.431798276,26.0,Reaxys,benzene,c1ccccc1,,,,,,
BWSFWXSSALIZAU-UHFFFAOYSA-N,OC(C(O)=O)c1ccc(Cl)cc1,-1.598802144,22.0,Reaxys,benzene,c1ccccc1,,,,,,
BXRFQSNOROATLV-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(C=O)cc1,-0.277373785,26.0,Reaxys,benzene,c1ccccc1,,,,,,
BZEUYEFVVDTLOD-PLNGDYQASA-N,CCC\C=C/C(N)=O,0.648860333,20.0,Reaxys,benzene,c1ccccc1,,,,,,
BZEUYEFVVDTLOD-SNAWJCMRSA-N,CCC\C=C\C(N)=O,-1.554882494,20.0,Reaxys,benzene,c1ccccc1,,,,,,
CAQHPYSDQFDJAL-UHFFFAOYSA-N,ON=C1C(=O)C=Cc2ccccc12,-0.376755606,26.0,Reaxys,benzene,c1ccccc1,,,,,,
CJADAVIATOALFB-UHFFFAOYSA-N,O=C1c2ccccc2c3c4c1cccc4c5cccc6C(=O)c7ccccc7c3c56,-2.188086645,23.0,Reaxys,benzene,c1ccccc1,,,,,,
COGNJHDCPSNYEH-UHFFFAOYSA-N,CCCCCCC(C)=NNC(N)=O,-1.40926556,20.0,Reaxys,benzene,c1ccccc1,,,,,,
CPJSUEIXXCENMM-UHFFFAOYSA-N,CCOc1ccc(NC(C)=O)cc1,-2.497966587,25.0,Reaxys,benzene,c1ccccc1,,,,,,
CPXHDGJIYPGMMZ-UHFFFAOYSA-N,OC(C#CC(O)(c1ccccc1)c2ccccc2)(c3ccccc3)c4ccccc4,-3.81024671,24.0,Reaxys,benzene,c1ccccc1,,,,,,
CQIUKKVOEOPUDV-IYSWYEEDSA-N,C[C@H]1OC=C2C(=C(C(O)=O)C(=O)C(=C2[C@@H]1C)C)O,-0.942313597,25.0,Reaxys,benzene,c1ccccc1,,,,,,
CSHWQDPOILHKBI-UHFFFAOYSA-N,c1cc2cccc3c4cccc5cccc(c(c1)c23)c45,-2.031526213,20.0,Reaxys,benzene,c1ccccc1,,,,,,
CTUQBZGKHZPYJF-UHFFFAOYSA-N,O=C(C(C(=O)c1ccccc1)C(=O)c2ccccc2)c3ccccc3,-2.971795408,21.0,Reaxys,benzene,c1ccccc1,,,,,,
CTVADTSNUUHIPU-FOCLMDBBSA-N,CCC1=CC(N=Nc2ccccc2O)(C(O)C=C1)c3ccccc3,0.969157398,30.0,Reaxys,benzene,c1ccccc1,,,,,,
CWFGKWQPVBFODR-HDICACEKSA-N,CCCCCCCCC(O)C(O)CCCCCCCC,-2.042149762,25.0,Reaxys,benzene,c1ccccc1,,,,,,
CWRYPZZKDGJXCA-UHFFFAOYSA-N,C1Cc2cccc3cccc1c23,0.260115988,24.84,Reaxys,benzene,c1ccccc1,,,,,,
CXOFVDLJLONNDW-UHFFFAOYSA-N,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,-3.225777791,20.0,Reaxys,benzene,c1ccccc1,,,,,,
CZGCEKJOLUNIFY-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(Cl)cc1,0.667218289,17.0,Reaxys,benzene,c1ccccc1,,,,,,
DBKKFIIYQGGHJO-UHFFFAOYSA-N,CCOC(=O)C(=O)C(=O)OCC,0.060099036,22.0,Reaxys,benzene,c1ccccc1,,,,,,
DDBREPKUVSBGFI-UHFFFAOYSA-N,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,-2.380508679,20.0,Reaxys,benzene,c1ccccc1,,,,,,
DHNCWGKMISNJQG-UHFFFAOYSA-N,CN(C(=O)C(=O)N(C)[N+]([O-])=O)[N+]([O-])=O,-0.389334259,20.0,Reaxys,benzene,c1ccccc1,,,,,,
DIKMWTRJIZQJMY-CYFREDJKSA-N,C[C@@H]1NC(=O)[C@H](Cc2c3cc(CC=C(C)C)cc(CC=C(C)C)c3[nH]c2C(C)(C)C=C)NC1=O,-3.321888278,,Reaxys,benzene,c1ccccc1,,,,,,
DJDHQJFHXLBJNF-UHFFFAOYSA-N,CCCc1ccc(O)cc1O,-0.757635078,24.9,Reaxys,benzene,c1ccccc1,,,,,,
DKPSYPVDBXCWRM-UHFFFAOYSA-N,Cc5ccc(/N=C(Nc1ccc(C)cc1)/N(c2ccc(C)cc2)c4nc3cc(C)ccc3[nH]4)cc5,-1.560280876,15.0,Reaxys,benzene,c1ccccc1,,,,,,
DMLAVOWQYNRWNQ-BUHFOSPRSA-N,c1ccc(cc1)/N=N/c2ccccc2,0.225964192,25.0,Reaxys,benzene,c1ccccc1,,,,,,
DNSISZSEWVHGLH-UHFFFAOYSA-N,CCCC(N)=O,-1.599681728,20.0,Reaxys,benzene,c1ccccc1,,,,,,
DNVPQKQSNYMLRS-APGDWVJJSA-N,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-1.62903887,16.0,Reaxys,benzene,c1ccccc1,,,,,,
DNXHEGUUPJUMQT-CBZIJGRNSA-N,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O,-2.375512649,30.0,Reaxys,benzene,c1ccccc1,,,,,,
DOTLEUORWLAKLE-UHFFFAOYSA-N,O=C1c2cccc3cccc(c23)C1=C4C(=O)c5cccc6cccc4c56,-2.325706484,19.0,Reaxys,benzene,c1ccccc1,,,,,,
DPALPZWFXXPWMO-UHFFFAOYSA-N,COc1ccc(cc1)C(=O)C=Cc2ccccc2O,-1.627169492,,Reaxys,benzene,c1ccccc1,,,,,,
DPJCXCZTLWNFOH-UHFFFAOYSA-N,Nc1ccccc1[N+]([O-])=O,0.012926413,25.0,Reaxys,benzene,c1ccccc1,,,,,,
DRVIXNJJIHRZFT-UHFFFAOYSA-N,CCCCC(CCC)=NNC(N)=O,0.093925079,20.0,Reaxys,benzene,c1ccccc1,,,,,,
DTFARBHXORYQBF-HBGVWJBISA-N,COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(C)C,-0.798836918,25.0,Reaxys,benzene,c1ccccc1,,,,,,
DXBHBZVCASKNBY-UHFFFAOYSA-N,c1ccc2cc3c(ccc4ccccc34)cc2c1,-1.721252106,20.0,Reaxys,benzene,c1ccccc1,,,,,,
DYIIYHDGKUVKLC-KLOSEMCISA-N,C1([C@H]2CC([C@@H](C1)C2)=CC3C4CC(C(C3)C4)(C)C)(C)C,0.305037622,,Reaxys,benzene,c1ccccc1,,,,,,
DZQLZCHEALBORZ-UHFFFAOYSA-N,C1OC(OCC12COC(OC2)c3ccccc3)c4ccccc4,-0.716511116,,Reaxys,benzene,c1ccccc1,,,,,,
DZTHIGRZJZPRDV-UHFFFAOYSA-N,CC(=O)NC(Cc1c[nH]c2ccccc12)C(O)=O,-3.859925539,21.0,Reaxys,benzene,c1ccccc1,,,,,,
FBAAWFXZNSCIGK-KKZNHRDASA-N,C[C@@]12CC[C@@H](C1(C)C)C[C@H]2N=C=O,-1.01584398,,Reaxys,benzene,c1ccccc1,,,,,,
FHFMSTWPQINGGA-FOCLMDBBSA-N,c1ccc(cc1)/N=N/c2cc(cc(c2O)Cl)Cl,-0.292462151,30.0,Reaxys,benzene,c1ccccc1,,,,,,
FIQMHBFVRAXMOP-UHFFFAOYSA-N,O=[P](c1ccccc1)(c2ccccc2)c3ccccc3,-0.038579503,26.0,Reaxys,benzene,c1ccccc1,,,,,,
FJWXOOJXUZNGNH-UHFFFAOYSA-N,COc1cc(ccc1c2ccccc2)c3ccc(c(OC)c3)c4ccccc4,-1.221602711,20.0,Reaxys,benzene,c1ccccc1,,,,,,
FKVMWDZRDMCIAJ-UHFFFAOYSA-N,CCCCCCCCCCC(N)=O,-1.757193026,20.0,Reaxys,benzene,c1ccccc1,,,,,,
FMXDVBRYDYFVGS-UHFFFAOYSA-N,COc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,0.534292363,15.0,Reaxys,benzene,c1ccccc1,,,,,,
FNUXIDAXTMVGMS-UHFFFAOYSA-N,BrC1C(OC(=O)C1=O)c2ccc(Br)cc2,-0.921639663,21.0,Reaxys,benzene,c1ccccc1,,,,,,
FNYDIAAMUCQQDE-UHFFFAOYSA-N,Cc1ccc(O)cc1O,-1.281816615,24.9,Reaxys,benzene,c1ccccc1,,,,,,
FOGXJPFPZOHSQS-AYVLZSQQSA-N,CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)COC(=O)CC,-1.071971787,25.0,Reaxys,benzene,c1ccccc1,,,,,,
FQBFMUKEABWXLQ-UHFFFAOYSA-N,CCc1c(O)cc(C)cc1O,-1.214763328,24.9,Reaxys,benzene,c1ccccc1,,,,,,
FTOAOBMCPZCFFF-UHFFFAOYSA-N,CCC1(CC)C(=O)NC(=O)NC1=O,-2.555160472,20.0,Reaxys,benzene,c1ccccc1,,,,,,
FUNGMMDHWWTWCC-UHFFFAOYSA-N,c1ccc2c(c1)C(c3ccccc23)C4(C5c6ccccc6c7ccccc57)c8ccccc8c9ccccc49,-1.303584743,20.0,Reaxys,benzene,c1ccccc1,,,,,,
FWQNYUYRXNWOOM-UHFFFAOYSA-N,CCCCCCCCCC(C(O)=O)C(O)=O,-2.917370255,25.0,Reaxys,benzene,c1ccccc1,,,,,,
FXJWTHBNVZNQQP-YUMQZZPRSA-N,OC(=O)[C@@H](Br)[C@@H](Br)c1ccccc1,-1.57469315,16.0,Reaxys,benzene,c1ccccc1,,,,,,
FZERHIULMFGESH-UHFFFAOYSA-N,CC(=O)Nc1ccccc1,-1.07109206,25.0,Reaxys,benzene,c1ccccc1,,,,,,
GBVCHRDRVDOMQV-RTWAWAEBSA-N,COc1cc2OC[C@H]3Oc4c(CC=C(C)C)c(O)ccc4C(=O)[C@H]3c2cc1OC,-1.899207463,25.0,Reaxys,benzene,c1ccccc1,,,,,,
GHLZUHZBBNDWHW-UHFFFAOYSA-N,CCCCCCCCC(N)=O,-1.697800618,20.0,Reaxys,benzene,c1ccccc1,,,,,,
GHMLBKRAJCXXBS-UHFFFAOYSA-N,Oc1cccc(O)c1,-1.68029568,24.0,Reaxys,benzene,c1ccccc1,,,,,,
GHVVZXRZVGCCNG-UHFFFAOYSA-N,CC(=O)C(C(=O)c1ccccc1)C(=O)c2ccccc2,-1.425364643,,Reaxys,benzene,c1ccccc1,,,,,,
GIAZCNVNDGIJFY-UHFFFAOYSA-N,Cc1ccc3c(c1)nc(Nc2ccccc2)n3/C(=N\c4ccccc4)Nc5ccccc5,-1.979195892,15.0,Reaxys,benzene,c1ccccc1,,,,,,
GKKDCARASOJPNG-UHFFFAOYSA-N,CC1OC(C)OC(C)OC(C)O1,-2.166856699,23.0,Reaxys,benzene,c1ccccc1,,,,,,
GLBZQZXDUTUCGK-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(Cc2ccc(cc2)[N+]([O-])=O)cc1,-0.99238638,20.0,Reaxys,benzene,c1ccccc1,,,,,,
GLCPWVRTAKRUJT-KMFMINBZSA-N,C1(=C(C=CC=C1)C=NC2[C@H]3C[C@@H](C2)CC3)[N](=O)=O,-1.155038036,,Reaxys,benzene,c1ccccc1,,,,,,
GMHKMTDVRCWUDX-UHFFFAOYSA-N,CCC1(NC(=O)N(C)C1=O)c2ccccc2,-0.614688332,24.0,Reaxys,benzene,c1ccccc1,,,,,,
GNKJYVZPBBPVRT-BMRADRMJSA-N,c1(ccccc1)C(C#N)=N(=O)c2ccc(C)cc2,-0.339592419,26.0,Reaxys,benzene,c1ccccc1,,,,,,
GQSNJNBEIFSPHV-SREVYHEPSA-N,CCCCC\C=C/C(N)=O,0.341264486,20.0,Reaxys,benzene,c1ccccc1,,,,,,
GQSNJNBEIFSPHV-VOTSOKGWSA-N,CCCCC/C=C/C(N)=O,-1.845642737,20.0,Reaxys,benzene,c1ccccc1,,,,,,
GQXURJDNDYACGE-UHFFFAOYSA-N,OC(=O)C1(O)CC1,-0.814667125,,Reaxys,benzene,c1ccccc1,,,,,,
GVGLGOZIDCSQPN-PVHGPHFFSA-N,CN1CC[C@]23[C@H]4Oc5c(OC(C)=O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4OC(C)=O)c35,-0.470606864,25.0,Reaxys,benzene,c1ccccc1,,,,,,
GXBUKHSYNSJJAV-ISLYRVAYSA-N,CC(=O)c1cccc(c1)N=Nc2cc(C)c(O)cc2C,-1.389230833,30.0,Reaxys,benzene,c1ccccc1,,,,,,
GXMNKFPMBJAHHP-UHFFFAOYSA-N,CCOC(=O)C(=NNc1c(Br)cc(Br)cc1Br)C#N,-0.767429023,15.0,Reaxys,benzene,c1ccccc1,,,,,,
GYFJWQACXUYIFN-VHEBQXMUSA-N,CCc1cc(O)c(C)cc1N=Nc2cccc(c2)C(C)=O,-0.53745977,30.0,Reaxys,benzene,c1ccccc1,,,,,,
HAKJTBOWCJGLKF-UHFFFAOYSA-N,CCCCCCCCC(CC)(CC)C(=O)NO,-0.1487414,26.0,Reaxys,benzene,c1ccccc1,,,,,,
HAMMHSUBQYOIFQ-UHFFFAOYSA-N,OC(=O)C1c2ccccc2Cc3ccccc13,-1.873628627,15.0,Reaxys,benzene,c1ccccc1,,,,,,
HCBHQDKBSKYGCK-UHFFFAOYSA-N,Cc1cccc(C)c1C(O)=O,-0.287862464,20.0,Reaxys,benzene,c1ccccc1,,,,,,
HCUZVMHXDRSBKX-UHFFFAOYSA-N,CCCCCCCCCCC(C(O)=O)C(O)=O,-3.625930531,25.0,Reaxys,benzene,c1ccccc1,,,,,,
HFXHGVFEDYAYHQ-ISLYRVAYSA-N,CCc1cc(O)ccc1N=Nc2cccc(c2)C(C)=O,-1.551642395,30.0,Reaxys,benzene,c1ccccc1,,,,,,
HHDJWYOCRHVJHS-UHFFFAOYSA-N,CCC(CC)(Cc1ccc(C)cc1)C(=O)NO,-1.522871363,26.0,Reaxys,benzene,c1ccccc1,,,,,,
HIIZXHMIVWACID-UHFFFAOYSA-N,OC(=O)C1(Cl)OC(=O)c2ccccc12,-0.686066679,,Reaxys,benzene,c1ccccc1,,,,,,
HJHSNTOTXYILIV-UHFFFAOYSA-N,S1C(SC(SC1c2ccccc2)c3ccccc3)c4ccccc4,-0.836325348,25.0,Reaxys,benzene,c1ccccc1,,,,,,
HJRJRUMKQCMYDL-UHFFFAOYSA-N,[O-][N+](=O)c1cc(c(Cl)c(c1)[N+]([O-])=O)[N+]([O-])=O,0.113387133,17.0,Reaxys,benzene,c1ccccc1,,,,,,
HNPCGOZDKMBNBS-KMFMINBZSA-N,CC1(C)C2CCC1(C)C(C2)N=Cc3ccc(cc3)[N+]([O-])=O,-1.245385904,,Reaxys,benzene,c1ccccc1,,,,,,
HOHPPAHUSJCHHL-CMDGGOBGSA-N,CCCCCCC/C=C/C(N)=O,-1.434809842,20.0,Reaxys,benzene,c1ccccc1,,,,,,
HOHPPAHUSJCHHL-HJWRWDBZSA-N,CCCCCCCC=CC(N)=O,0.028641502,20.0,Reaxys,benzene,c1ccccc1,,,,,,
HQLOEBRPCVIFCT-UHFFFAOYSA-N,OC(=O)c1c(Br)cccc1Br,-0.779883089,20.0,Reaxys,benzene,c1ccccc1,,,,,,
HRSYHPSYPSMIQO-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(NN=Cc2cccc(Br)c2)c(c1)[N+]([O-])=O,-3.030984062,20.0,Reaxys,benzene,c1ccccc1,,,,,,
HTMQZWFSTJVJEQ-UHFFFAOYSA-N,O=[S](Cc1ccccc1)Cc2ccccc2,-0.863545786,20.0,Reaxys,benzene,c1ccccc1,,,,,,
HTXPRECVNAFGMW-UHFFFAOYSA-N,CCCC(CCC)(c1ccccc1)C(=O)NO,-0.602048918,26.0,Reaxys,benzene,c1ccccc1,,,,,,
HUKPVYBUJRAUAG-UHFFFAOYSA-N,O=C1c2ccccc2c3cccc4cccc1c34,-1.213439666,20.0,Reaxys,benzene,c1ccccc1,,,,,,
HVSKRJNXLJJPBR-ALCCZGGFSA-N,OC(=O)\C(Br)=C\c1ccccc1Cl,-1.611648048,,Reaxys,benzene,c1ccccc1,,,,,,
HXQJFCWQLPRPRG-UHFFFAOYSA-N,Cc1ccc(NC(=Nc2ccc(C)cc2)n3c(Nc4ccc(C)cc4)nc5cc(C)ccc35)cc1,-1.719870244,15.0,Reaxys,benzene,c1ccccc1,,,,,,
HZKHTARSMSXWFU-UHFFFAOYSA-N,Cl[S](=O)(=O)c1cc2c(cccc2[S](Cl)(=O)=O)c(c1)[S](Cl)(=O)=O,-0.519907217,20.0,Reaxys,benzene,c1ccccc1,,,,,,
IAHOUQOWMXVMEH-UHFFFAOYSA-N,Nc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-1.458053873,19.5,Reaxys,benzene,c1ccccc1,,,,,,
IAOCRFBMFNOPFQ-UHFFFAOYSA-N,OOC1(c2ccccc2)c3ccccc3C(OO)(c4ccccc4)c5ccccc15,-2.297149663,17.0,Reaxys,benzene,c1ccccc1,,,,,,
IBCDULLCLULASH-UHFFFAOYSA-N,Cc1ccc(cc1)C(=O)N(O)c2ccc(Cl)cc2,-1.307227288,20.0,Reaxys,benzene,c1ccccc1,,,,,,
IBDIGFWTFKXXAG-UHFFFAOYSA-N,Oc1ccc(cc1)N=Nc2ccccc2[N+]([O-])=O,-0.587374305,30.0,Reaxys,benzene,c1ccccc1,,,,,,
ICSNLGPSRYBMBD-UHFFFAOYSA-N,Nc1ccccn1,0.307369906,25.0,Reaxys,benzene,c1ccccc1,,,,,,
IEGGPIDDZREPLN-UHFFFAOYSA-N,COC(=O)c1ccc(cc1)C=NNc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O,-3.390787543,20.0,Reaxys,benzene,c1ccccc1,,,,,,
IFLREYGFSNHWGE-UHFFFAOYSA-N,c1ccc2cc3cc4ccccc4cc3cc2c1,-2.017735267,20.0,Reaxys,benzene,c1ccccc1,,,,,,
IFYDLKKPIFEVOU-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(c1)N=Nc2ccccc2,0.646344068,30.0,Reaxys,benzene,c1ccccc1,,,,,,
IHPDTPWNFBQHEB-KBPBESRZSA-N,O[C@H]([C@@H](O)c1ccccc1)c2ccccc2,-1.588474696,25.0,Reaxys,benzene,c1ccccc1,,,,,,
IJFDOVWXJGQCGY-UHFFFAOYSA-N,Cc1ccc2C(=O)c3ccccc3c4c2c1c5c(C)ccc6C(=O)c7ccccc7c4c56,-1.694205445,23.0,Reaxys,benzene,c1ccccc1,,,,,,
IJFXRHURBJZNAO-UHFFFAOYSA-N,OC(=O)c1cccc(O)c1,-3.193440523,25.0,Reaxys,benzene,c1ccccc1,,,,,,
IJXJGQCXFSSHNL-QMMMGPOBSA-N,N[C@@H](CO)c1ccccc1,-1.023350612,20.0,Reaxys,benzene,c1ccccc1,,,,,,
IKCLCGXPQILATA-UHFFFAOYSA-N,OC(=O)c1ccccc1Cl,-1.240463268,15.0,Reaxys,benzene,c1ccccc1,,,,,,
IKEHOXWJQXIQAG-UHFFFAOYSA-N,Cc1ccc(O)c(c1)C(C)(C)C,0.772431391,22.0,Reaxys,benzene,c1ccccc1,,,,,,
IKZIWJRUUPSDHX-UHFFFAOYSA-N,Cl[S](=O)(=O)c1ccc2cc(cc(c2c1)[S](Cl)(=O)=O)[S](Cl)(=O)=O,-1.755138507,20.0,Reaxys,benzene,c1ccccc1,,,,,,
IMNIMPAHZVJRPE-UHFFFAOYSA-N,C1CN2CCN1CC2,0.600178204,25.0,Reaxys,benzene,c1ccccc1,,,,,,
IMOPXBPHKARACH-UHFFFAOYSA-N,CCOCN1C(=O)c2ccccc2C1=O,-2.914264861,25.0,Reaxys,benzene,c1ccccc1,,,,,,
IOQIWWTVXOPYQR-CBAPKCEASA-N,C[C@H](O)[C@H](NC(=O)c1ccccc1)C(O)=O,-0.649780609,25.0,Reaxys,benzene,c1ccccc1,,,,,,
IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(O)=O,-0.603140172,20.0,Reaxys,benzene,c1ccccc1,,,,,,
IPWFJLQDVFKJDU-UHFFFAOYSA-N,CCCCC(N)=O,-1.354883018,20.0,Reaxys,benzene,c1ccccc1,,,,,,
IQUPABOKLQSFBK-UHFFFAOYSA-N,Oc1ccccc1[N+]([O-])=O,0.701736567,25.0,Reaxys,benzene,c1ccccc1,,,,,,
IVDVAMTYPIOUEQ-UHFFFAOYSA-N,CC1(C)C2CCC1(C)C(=O)C2C(=O)c3ccccc3,-0.23843404,17.0,Reaxys,benzene,c1ccccc1,,,,,,
IVSTXFYJHXMXFM-UHFFFAOYSA-N,OC(=O)CC1OC(OC1=O)C(Cl)(Cl)Cl,-0.94359673,20.0,Reaxys,benzene,c1ccccc1,,,,,,
IWYDHOAUDWTVEP-UHFFFAOYSA-N,OC(C(O)=O)c1ccccc1,-2.309533129,19.0,Reaxys,benzene,c1ccccc1,,,,,,
JBKVHLHDHHXQEQ-UHFFFAOYSA-N,O=C1CCCCCN1,0.56215473,22.0,Reaxys,benzene,c1ccccc1,,,,,,
JBLPFPMLHWDSFR-UHFFFAOYSA-N,CCc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.720043321,22.1,Reaxys,benzene,c1ccccc1,,,,,,
JBWKIWSBJXDJDT-UHFFFAOYSA-N,ClC(c1ccccc1)(c2ccccc2)c3ccccc3,0.430728222,25.0,Reaxys,benzene,c1ccccc1,,,,,,
JCRIDWXIBSEOEG-UHFFFAOYSA-N,Oc1c(cccc1[N+]([O-])=O)[N+]([O-])=O,0.205061347,14.0,Reaxys,benzene,c1ccccc1,,,,,,
JDCXPRVWBPDZRZ-UHFFFAOYSA-N,Cc1ccc(Nc2[nH]c3ccc(C)cc3n2)cc1,-2.432800953,15.0,Reaxys,benzene,c1ccccc1,,,,,,
JEPXWPONFKFPCB-UHFFFAOYSA-N,Nc1ccc2c(Cc3cc(Cl)ccc23)c1,-0.733732477,18.0,Reaxys,benzene,c1ccccc1,,,,,,
JFCQEDHGNNZCLN-UHFFFAOYSA-N,OC(=O)CCCC(O)=O,-2.966263706,25.0,Reaxys,benzene,c1ccccc1,,,,,,
JFLKFZNIIQFQBS-FNCQTZNRSA-N,c1ccc(cc1)\C=C\C=C\c2ccccc2,-0.493942012,19.0,Reaxys,benzene,c1ccccc1,,,,,,
JHMMNVQXKFUCCZ-VOTSOKGWSA-N,[O-][N+](=O)c1cc(c(\C=C\c2ccccc2)c(c1)[N+]([O-])=O)[N+]([O-])=O,-0.79967407,20.0,Reaxys,benzene,c1ccccc1,,,,,,
JHWNWJKBPDFINM-UHFFFAOYSA-N,O=C1CCCCCCCCCCCN1,-0.916775407,22.0,Reaxys,benzene,c1ccccc1,,,,,,
JLYXXMFPNIAWKQ-CDRYSYESSA-N,Cl[C@@H]1[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,-1.242384483,20.0,Reaxys,benzene,c1ccccc1,,,,,,
JLZUZNKTTIRERF-UHFFFAOYSA-N,c1ccc(cc1)C(c2ccccc2)=C(c3ccccc3)c4ccccc4,-0.840478568,20.0,Reaxys,benzene,c1ccccc1,,,,,,
JMKXWKLOUNEPMY-UHFFFAOYSA-N,O=N(=O)/C(N(=O)=O)=S/1CCCC1,-3.39725362,20.0,Reaxys,benzene,c1ccccc1,,,,,,
JTGMTYWYUZDRBK-UHFFFAOYSA-N,Cc1c2ccccc2c(C)c3ccccc13,-0.852073862,20.0,Reaxys,benzene,c1ccccc1,,,,,,
JUTIJVADGQDBGY-UHFFFAOYSA-N,c1ccc2C3C4c5ccccc5C(C(c2c1)c6ccccc36)c7ccccc47,-2.552019331,25.0,Reaxys,benzene,c1ccccc1,,,,,,
JUVIOZPCNVVQFO-HBGVWJBISA-N,COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(C)=C,-0.666544407,20.0,Reaxys,benzene,c1ccccc1,,,,,,
JUYSLKGFKJWMCH-UHFFFAOYSA-N,CCCC(=CC(O)=O)c1ccccc1,0.426625697,22.0,Reaxys,benzene,c1ccccc1,,,,,,
JXKYZFOIAYHFNI-ISLYRVAYSA-N,CCc1cc(O)ccc1N=Nc2ccc(cc2)C(C)=O,-0.647291755,30.0,Reaxys,benzene,c1ccccc1,,,,,,
JYGXADMDTFJGBT-VWUMJDOOSA-N,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,-3.445323923,25.0,Reaxys,benzene,c1ccccc1,,,,,,
JYMZGBAJQCQZCZ-UHFFFAOYSA-N,O=c5c1ccccc1c6c2ccccc2c7c(=O)c3ccccc3c8c4ccccc4c5c6c78,-3.840084003,20.0,Reaxys,benzene,c1ccccc1,,,,,,
JZFDKGFWNSQAHU-UHFFFAOYSA-N,CCc1ccc(cc1)C(=O)c2ccccc2C(O)=O,-0.912776034,29.62,Reaxys,benzene,c1ccccc1,,,,,,
JZUTXVTYJDCMDU-MOPGFXCFSA-N,COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]3N(C)CCc4cc5OCOc5cc34,-0.892961108,15.0,Reaxys,benzene,c1ccccc1,,,,,,
KAIFVTULVGBPRY-UHFFFAOYSA-N,CCOC(=O)C(=NNc1ccccc1OC)C#N,-0.94009421,18.0,Reaxys,benzene,c1ccccc1,,,,,,
KBEQLIYKBJSPNY-NRUUGDAUSA-N,CCOC(=O)NC1CC2CC[C@]1(C)C2(C)C,-1.173843997,,Reaxys,benzene,c1ccccc1,,,,,,
KBLFLMTZLPQGIF-UHFFFAOYSA-N,O=C1CCCCCCCCN1,-0.465092002,22.0,Reaxys,benzene,c1ccccc1,,,,,,
KFTHUBZIEMOORC-ARJAWSKDSA-N,C\C=C(\C)C(N)=O,-1.522233474,20.0,Reaxys,benzene,c1ccccc1,,,,,,
KFTHUBZIEMOORC-ONEGZZNKSA-N,C\C=C(/C)C(N)=O,-0.907584355,20.0,Reaxys,benzene,c1ccccc1,,,,,,
KGCNHWXDPDPSBV-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(CCl)cc1,-0.421566245,30.0,Reaxys,benzene,c1ccccc1,,,,,,
KMIDAEMDWKIDAL-UHFFFAOYSA-N,CC(=O)Oc1ccc(Cl)c2c(OC(C)=O)ccc(Cl)c12,-1.5926444,,Reaxys,benzene,c1ccccc1,,,,,,
KMPWYEUPVWOPIM-KODHJQJWSA-N,O[C@@H]([C@@H]1C[C@@H]2CCN1C[C@@H]2C=C)c3ccnc4ccccc34,-2.423217846,25.0,Reaxys,benzene,c1ccccc1,,,,,,
KOLSSZDJOTWLQW-UHFFFAOYSA-N,BrC(SC#N)C(Br)SC#N,-1.085573957,16.0,Reaxys,benzene,c1ccccc1,,,,,,
